company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,time_pressure_ratio,ground_time_variance,ground_time_efficiency,total_passengers,total_children,basic_economy_pax,stroller_users,lap_children,pnr_count,load_factor,children_ratio,basic_economy_ratio,avg_party_size,wheelchair_requests,unaccompanied_minors,total_ssrs,ssr_intensity,aircraft_size_category,departure_country,arrival_country,is_international,from_major_hub,to_major_hub,is_express,difficulty_score
OO,5229,2025-08-11,ORD,ILM,2025-08-11T11:59:00Z,2025-08-11T15:24:00Z,2025-08-11T12:17:00Z,2025-08-11T15:26:00Z,76,ERJ-175,Express,1,32,34,18.0,33.0,31.0,0.029411764705882353,71,3,10,1,1,48,0.9342105263157895,0.04225352112676056,0.14084507042253522,1.4791666666666667,3,0,3,0.04225352112676056,Small,US,US,0,1,0,1,0.3249853697469988
UA,2005,2025-08-01,ORD,TYS,2025-08-01T19:52:00Z,2025-08-01T22:37:00Z,2025-08-01T20:25:00Z,2025-08-01T23:14:00Z,150,A320-200,Mainline,57,69,46,33.0,-0.19298245614035087,0.21052631578947367,1.2391304347826086,175,7,23,2,1,112,1.1666666666666667,0.04,0.13142857142857142,1.5625,0,0,0,0.0,Medium,US,US,0,1,0,0,0.4180841759934607
UA,1851,2025-08-01,ORD,ALB,2025-08-01T09:00:00Z,2025-08-01T12:11:00Z,2025-08-01T09:05:00Z,2025-08-01T11:48:00Z,126,A319-100,Mainline,99,99,43,5.0,-0.5656565656565656,0.0,2.302325581395349,137,3,6,0,1,89,1.0873015873015872,0.021897810218978103,0.043795620437956206,1.5393258426966292,3,0,3,0.021897810218978103,Medium,US,US,0,1,0,0,0.3928357096202478
UA,1693,2025-08-02,ORD,DCA,2025-08-02T14:00:00Z,2025-08-02T17:06:00Z,2025-08-02T14:00:00Z,2025-08-02T16:49:00Z,150,A320-200,Mainline,46,66,46,0.0,0.0,0.43478260869565216,1.0,183,14,7,2,0,104,1.22,0.07650273224043716,0.03825136612021858,1.7596153846153846,12,1,13,0.07103825136612021,Medium,US,US,0,1,0,0,0.44440308977023796
OO,5138,2025-08-15,ORD,MGW,2025-08-15T21:13:00Z,2025-08-15T23:59:00Z,2025-08-15T22:53:00Z,2025-08-16T01:51:00Z,50,CRJ-200,Express,53,24,29,100.0,-0.4528301886792453,-0.5471698113207547,1.8275862068965518,27,0,3,0,0,23,0.54,0.0,0.1111111111111111,1.173913043478261,2,0,2,0.07407407407407407,Small,US,US,0,1,0,1,0.35883749374854906
UA,2189,2025-08-06,ORD,LGA,2025-08-06T13:00:00Z,2025-08-06T16:20:00Z,2025-08-06T13:03:00Z,2025-08-06T16:08:00Z,166,B737-800,Mainline,71,89,51,3.0,-0.28169014084507044,0.2535211267605634,1.392156862745098,196,10,17,1,1,119,1.180722891566265,0.05102040816326531,0.08673469387755102,1.6470588235294117,4,0,4,0.02040816326530612,Medium,US,US,0,1,0,0,0.42292232931010976
OO,5984,2025-08-14,ORD,BIL,2025-08-14T09:20:00Z,2025-08-14T11:36:00Z,2025-08-14T09:11:00Z,2025-08-14T11:39:00Z,76,ERJ-175,Express,83,76,34,-9.0,-0.5903614457831325,-0.08433734939759036,2.4411764705882355,75,0,10,0,0,54,0.9868421052631579,0.0,0.13333333333333333,1.3888888888888888,0,0,0,0.0,Small,US,US,0,1,0,1,0.3859012032071438
OO,5108,2025-08-09,ORD,SLN,2025-08-09T16:45:00Z,2025-08-09T18:50:00Z,2025-08-09T16:53:00Z,2025-08-09T19:00:00Z,50,CRJ-200,Express,35,58,29,8.0,-0.17142857142857143,0.6571428571428571,1.206896551724138,38,4,5,1,0,25,0.76,0.10526315789473684,0.13157894736842105,1.52,4,1,5,0.13157894736842105,Small,US,US,0,1,0,1,0.4416095051894506
OO,5382,2025-08-04,ORD,FWA,2025-08-04T15:35:00Z,2025-08-04T17:47:00Z,2025-08-04T15:30:00Z,2025-08-04T17:31:00Z,50,CRJ-200,Express,60,77,29,-5.0,-0.5166666666666667,0.2833333333333333,2.0689655172413794,47,1,4,1,0,34,0.94,0.02127659574468085,0.0851063829787234,1.3823529411764706,0,0,0,0.0,Small,US,US,0,1,0,1,0.3852640590255115
OO,5795,2025-08-11,ORD,TUL,2025-08-11T09:00:00Z,2025-08-11T11:12:00Z,2025-08-11T08:59:00Z,2025-08-11T11:15:00Z,76,ERJ-175,Express,55,70,34,-1.0,-0.38181818181818183,0.2727272727272727,1.6176470588235294,72,0,5,0,1,67,0.9473684210526315,0.0,0.06944444444444445,1.0746268656716418,1,0,1,0.013888888888888888,Small,US,US,0,1,0,1,0.3646276615273824
OO,5968,2025-08-03,ORD,ACK,2025-08-03T10:35:00Z,2025-08-03T14:29:00Z,2025-08-03T10:34:00Z,2025-08-03T14:25:00Z,76,ERJ-175,Express,74,59,34,-1.0,-0.5405405405405406,-0.20270270270270271,2.176470588235294,114,10,1,3,1,47,1.5,0.08771929824561403,0.008771929824561403,2.425531914893617,4,0,4,0.03508771929824561,Small,US,US,0,1,0,1,0.4616751758512707
UA,1832,2025-08-15,ORD,CMH,2025-08-15T07:10:00Z,2025-08-15T09:37:00Z,2025-08-15T07:03:00Z,2025-08-15T09:21:00Z,166,B737-800,Mainline,92,97,60,-7.0,-0.34782608695652173,0.05434782608695652,1.5333333333333334,67,0,6,0,1,56,0.4036144578313253,0.0,0.08955223880597014,1.1964285714285714,0,0,0,0.0,Medium,US,US,0,1,0,0,0.3453402802070083
OO,5999,2025-08-15,ORD,OKC,2025-08-15T13:20:00Z,2025-08-15T15:49:00Z,2025-08-15T13:18:00Z,2025-08-15T15:31:00Z,70,ERJ-175,Express,82,95,34,-2.0,-0.5853658536585366,0.15853658536585366,2.411764705882353,69,2,5,1,1,53,0.9857142857142858,0.028985507246376812,0.07246376811594203,1.3018867924528301,0,0,0,0.0,Small,US,US,0,1,0,1,0.3868551622708849
YX,3523,2025-08-11,ORD,RIC,2025-08-11T14:55:00Z,2025-08-11T18:16:00Z,2025-08-11T14:47:00Z,2025-08-11T18:35:00Z,70,ERJ-170,Express,47,73,34,-8.0,-0.2765957446808511,0.5531914893617021,1.3823529411764706,66,0,3,0,0,55,0.9428571428571428,0.0,0.045454545454545456,1.2,4,0,4,0.06060606060606061,Small,US,US,0,1,0,1,0.3670136971986411
UA,533,2025-08-06,ORD,OMA,2025-08-06T20:13:00Z,2025-08-06T21:52:00Z,2025-08-07T00:52:00Z,2025-08-07T02:24:00Z,150,A320-200,Mainline,78,222,46,279.0,-0.41025641025641024,1.8461538461538463,1.6956521739130435,149,2,6,0,1,102,0.9933333333333333,0.013422818791946308,0.040268456375838924,1.4607843137254901,26,0,26,0.174496644295302,Medium,US,US,0,1,0,0,0.41096969649211784
UA,576,2025-08-03,ORD,LAX,2025-08-03T15:35:00Z,2025-08-03T18:06:00Z,2025-08-03T15:35:00Z,2025-08-03T17:44:00Z,200,A321-2NX,Mainline,72,58,62,0.0,-0.1388888888888889,-0.19444444444444445,1.1612903225806452,226,8,5,1,2,163,1.13,0.035398230088495575,0.022123893805309734,1.3865030674846626,2,2,4,0.017699115044247787,Medium,US,US,0,1,0,0,0.40126364891464933
UA,1495,2025-08-14,ORD,TVC,2025-08-14T19:52:00Z,2025-08-14T22:12:00Z,2025-08-14T20:42:00Z,2025-08-14T22:52:00Z,150,A320-200,Mainline,57,67,46,50.0,-0.19298245614035087,0.17543859649122806,1.2391304347826086,145,1,20,0,0,123,0.9666666666666667,0.006896551724137931,0.13793103448275862,1.1788617886178863,5,0,5,0.034482758620689655,Medium,US,US,0,1,0,0,0.3889908380135925
UA,972,2025-08-12,ORD,BRU,2025-08-12T17:55:00Z,2025-08-13T09:00:00Z,2025-08-12T18:08:00Z,2025-08-13T09:38:00Z,318,B787-10,Mainline,155,210,155,13.0,0.0,0.3548387096774194,1.0,284,14,0,2,1,145,0.8930817610062893,0.04929577464788732,0.0,1.9586206896551723,53,0,53,0.18661971830985916,Large,US,BE,1,1,0,0,0.46040907828278305
UA,1577,2025-08-02,ORD,SFO,2025-08-02T14:40:00Z,2025-08-02T17:26:00Z,2025-08-02T14:40:00Z,2025-08-02T17:20:00Z,234,B757-300,Mainline,123,139,66,0.0,-0.4634146341463415,0.13008130081300814,1.8636363636363635,290,16,25,3,3,165,1.2393162393162394,0.05517241379310345,0.08620689655172414,1.7575757575757576,12,2,14,0.04827586206896552,Large,US,US,0,1,0,0,0.45386053121518666
UA,2385,2025-08-10,ORD,MSO,2025-08-10T08:50:00Z,2025-08-10T11:38:00Z,2025-08-10T08:52:00Z,2025-08-10T11:51:00Z,166,B737-800,Mainline,80,87,51,2.0,-0.3625,0.0875,1.5686274509803921,214,11,27,3,3,107,1.2891566265060241,0.0514018691588785,0.1261682242990654,2.0,22,1,23,0.10747663551401869,Medium,US,US,0,1,0,0,0.46938221743600284
UA,1082,2025-08-02,ORD,PIT,2025-08-02T14:12:00Z,2025-08-02T16:53:00Z,2025-08-02T14:12:00Z,2025-08-02T16:44:00Z,150,A320-200,Mainline,87,102,46,0.0,-0.47126436781609193,0.1724137931034483,1.891304347826087,200,13,17,6,2,114,1.3333333333333333,0.065,0.085,1.7543859649122806,20,0,20,0.1,Medium,US,US,0,1,0,0,0.45766474031254767
YX,3718,2025-08-14,ORD,MSN,2025-08-14T09:02:00Z,2025-08-14T10:13:00Z,2025-08-14T09:34:00Z,2025-08-14T10:28:00Z,76,ERJ-175,Express,67,36,39,32.0,-0.417910447761194,-0.4626865671641791,1.7179487179487178,82,2,15,0,0,64,1.0789473684210527,0.024390243902439025,0.18292682926829268,1.28125,15,0,15,0.18292682926829268,Small,US,US,0,1,0,1,0.42702789403789776
UA,1677,2025-08-08,ORD,BOS,2025-08-08T15:48:00Z,2025-08-08T19:18:00Z,2025-08-08T15:48:00Z,2025-08-08T19:11:00Z,166,B737-800,Mainline,73,88,51,0.0,-0.3013698630136986,0.2054794520547945,1.4313725490196079,208,14,18,3,0,113,1.2530120481927711,0.0673076923076923,0.08653846153846154,1.8407079646017699,1,0,1,0.004807692307692308,Medium,US,US,0,1,0,0,0.43610569610050676
UA,2361,2025-08-05,ORD,LAX,2025-08-05T07:10:00Z,2025-08-05T09:40:00Z,2025-08-05T07:56:00Z,2025-08-05T09:49:00Z,234,B757-300,Mainline,662,697,66,46.0,-0.9003021148036254,0.052870090634441085,10.030303030303031,262,8,41,1,1,158,1.1196581196581197,0.030534351145038167,0.15648854961832062,1.6582278481012658,11,2,13,0.04961832061068702,Large,US,US,0,1,0,0,0.4475377228953619
OO,5275,2025-08-09,ORD,DLH,2025-08-09T20:15:00Z,2025-08-09T22:00:00Z,2025-08-09T20:21:00Z,2025-08-09T22:50:00Z,76,ERJ-175,Express,196,79,34,6.0,-0.826530612244898,-0.5969387755102041,5.764705882352941,47,0,0,0,0,35,0.618421052631579,0.0,0.0,1.3428571428571427,8,0,8,0.1702127659574468,Small,US,US,0,1,0,1,0.35533425869676055
UA,1580,2025-08-09,ORD,YVR,2025-08-09T19:35:00Z,2025-08-09T22:18:00Z,2025-08-09T20:09:00Z,2025-08-09T22:40:00Z,166,B737-800,Mainline,65,85,65,34.0,0.0,0.3076923076923077,1.0,207,12,6,2,1,103,1.2469879518072289,0.057971014492753624,0.028985507246376812,2.0097087378640777,17,0,17,0.0821256038647343,Medium,US,CA,1,1,0,0,0.4459375827520003
YX,3654,2025-08-01,ORD,STL,2025-08-01T13:11:00Z,2025-08-01T14:37:00Z,2025-08-01T13:11:00Z,2025-08-01T14:18:00Z,76,ERJ-175,Express,85,88,34,0.0,-0.6,0.03529411764705882,2.5,74,3,4,1,0,59,0.9736842105263158,0.04054054054054054,0.05405405405405406,1.2542372881355932,1,0,1,0.013513513513513514,Small,US,US,0,1,0,1,0.3883720796792205
YX,3569,2025-08-14,ORD,DTW,2025-08-14T13:00:00Z,2025-08-14T15:32:00Z,2025-08-14T12:55:00Z,2025-08-14T15:13:00Z,76,ERJ-175,Express,55,46,34,-5.0,-0.38181818181818183,-0.16363636363636364,1.6176470588235294,89,5,6,1,1,62,1.1710526315789473,0.056179775280898875,0.06741573033707865,1.435483870967742,5,0,5,0.056179775280898875,Small,US,US,0,1,0,1,0.4165649226698774
UA,611,2025-08-15,ORD,SFO,2025-08-15T07:20:00Z,2025-08-15T10:02:00Z,2025-08-15T07:17:00Z,2025-08-15T09:44:00Z,234,B757-300,Mainline,672,617,66,-3.0,-0.9017857142857143,-0.0818452380952381,10.181818181818182,204,9,30,0,1,125,0.8717948717948718,0.04411764705882353,0.14705882352941177,1.632,0,0,0,0.0,Large,US,US,0,1,0,0,0.41812543693594384
G7,4458,2025-08-02,ORD,LIT,2025-08-02T12:45:00Z,2025-08-02T14:38:00Z,2025-08-02T12:37:00Z,2025-08-02T14:18:00Z,50,CRJ-550,Express,60,36,29,-8.0,-0.5166666666666667,-0.4,2.0689655172413794,51,2,5,0,0,42,1.02,0.0392156862745098,0.09803921568627451,1.2142857142857142,6,2,8,0.1568627450980392,Small,US,US,0,1,0,1,0.415113630237067
UA,1657,2025-08-12,ORD,LGA,2025-08-12T07:00:00Z,2025-08-12T10:18:00Z,2025-08-12T06:54:00Z,2025-08-12T10:03:00Z,166,B737-800,Mainline,471,484,51,-6.0,-0.89171974522293,0.027600849256900213,9.235294117647058,143,2,10,0,2,122,0.8614457831325302,0.013986013986013986,0.06993006993006994,1.1721311475409837,0,0,0,0.0,Medium,US,US,0,1,0,0,0.37210039334528666
UA,2154,2025-08-04,ORD,ROC,2025-08-04T18:25:00Z,2025-08-04T21:13:00Z,2025-08-04T18:34:00Z,2025-08-04T21:25:00Z,179,B737-900,Mainline,75,87,56,9.0,-0.25333333333333335,0.16,1.3392857142857142,206,9,17,2,1,128,1.1508379888268156,0.043689320388349516,0.0825242718446602,1.609375,8,0,8,0.038834951456310676,Medium,US,US,0,1,0,0,0.42004545369834356
UA,534,2025-08-01,ORD,EWR,2025-08-01T17:55:00Z,2025-08-01T21:28:00Z,2025-08-01T18:05:00Z,2025-08-01T21:09:00Z,200,A321-2NX,Mainline,76,92,62,10.0,-0.18421052631578946,0.21052631578947367,1.2258064516129032,209,6,17,1,0,147,1.045,0.028708133971291867,0.08133971291866028,1.4217687074829932,2,0,2,0.009569377990430622,Medium,US,US,0,1,0,0,0.39579984967973153
UA,2378,2025-08-01,ORD,LAX,2025-08-01T21:42:00Z,2025-08-02T00:15:00Z,2025-08-01T21:47:00Z,2025-08-02T00:04:00Z,200,A321-2NX,Mainline,77,86,62,5.0,-0.19480519480519481,0.11688311688311688,1.2419354838709677,241,15,23,2,0,147,1.205,0.06224066390041494,0.0954356846473029,1.6394557823129252,13,0,13,0.05394190871369295,Medium,US,US,0,1,0,0,0.4400087132385075
UA,1811,2025-08-02,ORD,MSP,2025-08-02T12:45:00Z,2025-08-02T14:28:00Z,2025-08-02T12:50:00Z,2025-08-02T14:20:00Z,166,B737-MAX8,Mainline,81,98,60,5.0,-0.25925925925925924,0.20987654320987653,1.35,209,11,6,3,2,132,1.2590361445783131,0.05263157894736842,0.028708133971291867,1.5833333333333333,28,0,28,0.1339712918660287,Medium,US,US,0,1,0,0,0.4406700089100385
G7,4380,2025-08-04,ORD,SYR,2025-08-04T07:05:00Z,2025-08-04T10:09:00Z,2025-08-04T07:05:00Z,2025-08-04T09:52:00Z,50,CRJ-550,Express,647,585,29,0.0,-0.955177743431221,-0.09582689335394126,22.310344827586206,42,1,5,0,0,35,0.84,0.023809523809523808,0.11904761904761904,1.2,0,0,0,0.0,Small,US,US,0,1,0,1,0.3852525986438561
UA,617,2025-08-04,ORD,CLT,2025-08-04T18:35:00Z,2025-08-04T21:45:00Z,2025-08-04T18:26:00Z,2025-08-04T21:54:00Z,166,B737-MAX8,Mainline,85,58,51,-9.0,-0.4,-0.3176470588235294,1.6666666666666667,182,5,14,1,1,123,1.0963855421686748,0.027472527472527472,0.07692307692307693,1.4796747967479675,5,0,5,0.027472527472527472,Medium,US,US,0,1,0,0,0.4028763065933152
OO,5251,2025-08-14,ORD,ASE,2025-08-14T19:35:00Z,2025-08-14T21:44:00Z,2025-08-14T19:36:00Z,2025-08-14T21:39:00Z,70,ERJ-175,Express,68,80,34,1.0,-0.5,0.17647058823529413,2.0,54,0,0,0,0,44,0.7714285714285715,0.0,0.0,1.2272727272727273,0,0,0,0.0,Small,US,US,0,1,0,1,0.34632355507143836
G7,4563,2025-08-01,ORD,FSD,2025-08-01T12:45:00Z,2025-08-01T14:35:00Z,2025-08-01T12:42:00Z,2025-08-01T14:34:00Z,50,CRJ-550,Express,49,61,33,-3.0,-0.32653061224489793,0.24489795918367346,1.4848484848484849,50,0,5,0,0,40,1.0,0.0,0.1,1.25,0,0,0,0.0,Small,US,US,0,1,0,1,0.37578843203637113
UA,1793,2025-08-03,ORD,MSP,2025-08-03T08:45:00Z,2025-08-03T10:25:00Z,2025-08-03T08:42:00Z,2025-08-03T10:09:00Z,150,A320-200,Mainline,64,66,46,-3.0,-0.28125,0.03125,1.391304347826087,154,9,34,1,2,114,1.0266666666666666,0.05844155844155844,0.22077922077922077,1.3508771929824561,10,0,10,0.06493506493506493,Medium,US,US,0,1,0,0,0.443283531843876
UA,307,2025-08-12,ORD,COS,2025-08-12T09:15:00Z,2025-08-12T11:08:00Z,2025-08-12T09:09:00Z,2025-08-12T10:55:00Z,126,B737-700,Mainline,70,62,43,-6.0,-0.38571428571428573,-0.11428571428571428,1.627906976744186,116,6,14,0,1,76,0.9206349206349206,0.05172413793103448,0.1206896551724138,1.5263157894736843,20,0,20,0.1724137931034483,Medium,US,US,0,1,0,0,0.43300428976526806
UA,1538,2025-08-13,ORD,SAV,2025-08-13T11:05:00Z,2025-08-13T14:34:00Z,2025-08-13T10:59:00Z,2025-08-13T14:10:00Z,126,B737-700,Mainline,85,98,43,-6.0,-0.49411764705882355,0.15294117647058825,1.9767441860465116,152,12,10,4,1,81,1.2063492063492063,0.07894736842105263,0.06578947368421052,1.876543209876543,10,2,12,0.07894736842105263,Medium,US,US,0,1,0,0,0.4581310167682693
UA,265,2025-08-02,ORD,YYZ,2025-08-02T17:55:00Z,2025-08-02T20:44:00Z,2025-08-02T18:30:00Z,2025-08-02T21:12:00Z,126,A319-100,Mainline,49,64,52,35.0,0.061224489795918366,0.30612244897959184,0.9423076923076923,146,8,16,1,2,97,1.1587301587301588,0.0547945205479452,0.1095890410958904,1.5051546391752577,12,0,12,0.0821917808219178,Medium,US,CA,1,1,0,0,0.4370790922607528
OO,5847,2025-08-01,ORD,DSM,2025-08-01T16:20:00Z,2025-08-01T17:49:00Z,2025-08-01T16:24:00Z,2025-08-01T17:50:00Z,76,ERJ-175,Express,47,65,34,4.0,-0.2765957446808511,0.3829787234042553,1.3823529411764706,85,2,0,0,0,51,1.118421052631579,0.023529411764705882,0.0,1.6666666666666667,4,0,4,0.047058823529411764,Small,US,US,0,1,0,1,0.38981649988213074
OO,5474,2025-08-09,ORD,MBS,2025-08-09T18:35:00Z,2025-08-09T21:02:00Z,2025-08-09T18:42:00Z,2025-08-09T20:52:00Z,50,CRJ-550,Express,86,30,29,7.0,-0.6627906976744186,-0.6511627906976745,2.9655172413793105,48,0,5,0,2,39,0.96,0.0,0.10416666666666667,1.2307692307692308,1,0,1,0.020833333333333332,Small,US,US,0,1,0,1,0.37818998116568264
G7,4502,2025-08-14,ORD,LEX,2025-08-14T10:50:00Z,2025-08-14T13:21:00Z,2025-08-14T10:40:00Z,2025-08-14T13:02:00Z,50,CRJ-550,Express,57,51,29,-10.0,-0.49122807017543857,-0.10526315789473684,1.9655172413793103,44,0,5,0,0,40,0.88,0.0,0.11363636363636363,1.1,0,0,0,0.0,Small,US,US,0,1,0,1,0.369347915716789
OO,5280,2025-08-04,ORD,DSM,2025-08-04T21:29:00Z,2025-08-04T23:00:00Z,2025-08-04T21:28:00Z,2025-08-04T22:53:00Z,76,ERJ-175,Express,64,80,34,-1.0,-0.46875,0.25,1.8823529411764706,60,3,6,0,0,33,0.7894736842105263,0.05,0.1,1.8181818181818181,12,0,12,0.2,Small,US,US,0,1,0,1,0.4213340269814366
G7,4390,2025-08-02,ORD,CHA,2025-08-02T14:09:00Z,2025-08-02T16:55:00Z,2025-08-02T14:04:00Z,2025-08-02T16:47:00Z,50,CRJ-550,Express,54,58,29,-5.0,-0.46296296296296297,0.07407407407407407,1.8620689655172413,49,1,3,0,0,39,0.98,0.02040816326530612,0.061224489795918366,1.2564102564102564,4,0,4,0.08163265306122448,Small,US,US,0,1,0,1,0.38342131498561643
OO,5289,2025-08-06,ORD,CRW,2025-08-06T10:35:00Z,2025-08-06T13:16:00Z,2025-08-06T10:31:00Z,2025-08-06T12:57:00Z,50,CRJ-550,Express,69,70,29,-4.0,-0.5797101449275363,0.014492753623188406,2.3793103448275863,60,3,2,1,0,35,1.2,0.05,0.03333333333333333,1.7142857142857142,7,0,7,0.11666666666666667,Small,US,US,0,1,0,1,0.41903012942444756
OO,5499,2025-08-11,ORD,SBN,2025-08-11T19:35:00Z,2025-08-11T21:35:00Z,2025-08-11T19:43:00Z,2025-08-11T21:50:00Z,50,CRJ-200,Express,68,64,29,8.0,-0.5735294117647058,-0.058823529411764705,2.3448275862068964,41,0,2,0,0,33,0.82,0.0,0.04878048780487805,1.2424242424242424,4,0,4,0.0975609756097561,Small,US,US,0,1,0,1,0.36370663341920584
OO,5021,2025-08-05,ORD,SUX,2025-08-05T20:50:00Z,2025-08-05T22:40:00Z,2025-08-05T20:43:00Z,2025-08-05T22:22:00Z,50,CRJ-200,Express,124,116,29,-7.0,-0.7661290322580645,-0.06451612903225806,4.275862068965517,52,2,1,1,1,32,1.04,0.038461538461538464,0.019230769230769232,1.625,1,0,1,0.019230769230769232,Small,US,US,0,1,0,1,0.39433991304644345
UA,1413,2025-08-03,ORD,LGA,2025-08-03T08:55:00Z,2025-08-03T12:15:00Z,2025-08-03T08:57:00Z,2025-08-03T12:11:00Z,166,B737-800,Mainline,50,63,51,2.0,0.02,0.26,0.9803921568627451,190,6,20,0,2,136,1.144578313253012,0.031578947368421054,0.10526315789473684,1.3970588235294117,7,4,11,0.05789473684210526,Medium,US,US,0,1,0,0,0.43135078897106205
UA,2040,2025-08-06,ORD,DEN,2025-08-06T20:10:00Z,2025-08-06T22:00:00Z,2025-08-06T21:58:00Z,2025-08-06T23:35:00Z,179,B737-900,Mainline,77,74,56,108.0,-0.2727272727272727,-0.03896103896103896,1.375,184,7,5,3,1,142,1.0279329608938548,0.03804347826086957,0.02717391304347826,1.295774647887324,2,0,2,0.010869565217391304,Medium,US,US,0,1,0,0,0.3862704756247402
UA,2067,2025-08-03,ORD,BOS,2025-08-03T07:27:00Z,2025-08-03T10:54:00Z,2025-08-03T07:19:00Z,2025-08-03T10:49:00Z,126,A319-100,Mainline,477,481,43,-8.0,-0.909853249475891,0.008385744234800839,11.093023255813954,152,8,21,3,2,97,1.2063492063492063,0.05263157894736842,0.13815789473684212,1.5670103092783505,1,2,3,0.019736842105263157,Medium,US,US,0,1,0,0,0.4423051942817865
UA,1899,2025-08-06,ORD,YYC,2025-08-06T20:03:00Z,2025-08-06T22:53:00Z,2025-08-06T21:23:00Z,2025-08-07T00:02:00Z,126,B737-700,Mainline,102,206,52,80.0,-0.49019607843137253,1.0196078431372548,1.9615384615384615,115,7,7,3,1,70,0.9126984126984127,0.06086956521739131,0.06086956521739131,1.6428571428571428,0,0,0,0.0,Medium,US,CA,1,1,0,0,0.4140465293383336
UA,343,2025-08-10,ORD,SFO,2025-08-10T10:53:00Z,2025-08-10T13:40:00Z,2025-08-10T10:58:00Z,2025-08-10T13:50:00Z,150,A320-200,Mainline,133,160,46,5.0,-0.6541353383458647,0.20300751879699247,2.891304347826087,177,8,1,3,2,122,1.18,0.04519774011299435,0.005649717514124294,1.4508196721311475,5,0,5,0.02824858757062147,Medium,US,US,0,1,0,0,0.40248821963567427
UA,2177,2025-08-01,ORD,MSN,2025-08-01T14:00:00Z,2025-08-01T15:03:00Z,2025-08-01T14:04:00Z,2025-08-01T14:52:00Z,126,A319-100,Mainline,63,53,43,4.0,-0.31746031746031744,-0.15873015873015872,1.4651162790697674,131,4,3,0,1,105,1.0396825396825398,0.030534351145038167,0.022900763358778626,1.2476190476190476,8,0,8,0.061068702290076333,Medium,US,US,0,1,0,0,0.3883585294195455
UA,1224,2025-08-08,ORD,LAX,2025-08-08T06:10:00Z,2025-08-08T08:39:00Z,2025-08-08T06:05:00Z,2025-08-08T08:41:00Z,179,B737-900,Mainline,585,575,56,-5.0,-0.9042735042735043,-0.017094017094017096,10.446428571428571,143,5,7,2,0,83,0.7988826815642458,0.03496503496503497,0.04895104895104895,1.7228915662650603,0,0,0,0.0,Medium,US,US,0,1,0,0,0.38988213427294227
UA,224,2025-08-04,ORD,BZN,2025-08-04T09:20:00Z,2025-08-04T11:47:00Z,2025-08-04T09:14:00Z,2025-08-04T11:26:00Z,166,B737-800,Mainline,611,604,51,-6.0,-0.9165302782324058,-0.011456628477905073,11.980392156862745,169,3,23,0,1,112,1.0180722891566265,0.01775147928994083,0.13609467455621302,1.5089285714285714,0,0,0,0.0,Medium,US,US,0,1,0,0,0.4025090576266917
UA,468,2025-08-10,ORD,IAH,2025-08-10T06:00:00Z,2025-08-10T08:50:00Z,2025-08-10T06:13:00Z,2025-08-10T09:10:00Z,179,B737-900,Mainline,383,339,56,13.0,-0.8537859007832899,-0.11488250652741515,6.839285714285714,208,10,25,1,3,135,1.1620111731843576,0.04807692307692308,0.1201923076923077,1.5407407407407407,8,1,9,0.04326923076923077,Medium,US,US,0,1,0,0,0.43617225507592045
UA,2148,2025-08-01,ORD,SAT,2025-08-01T19:40:00Z,2025-08-01T22:38:00Z,2025-08-01T20:42:00Z,2025-08-01T23:37:00Z,150,A320-200,Mainline,45,79,46,62.0,0.022222222222222223,0.7555555555555555,0.9782608695652174,168,8,13,1,0,110,1.12,0.047619047619047616,0.07738095238095238,1.5272727272727273,3,0,3,0.017857142857142856,Medium,US,US,0,1,0,0,0.4122545883149809
UA,533,2025-08-03,ORD,OMA,2025-08-03T20:13:00Z,2025-08-03T21:52:00Z,2025-08-03T20:19:00Z,2025-08-03T21:46:00Z,150,A320-200,Mainline,118,71,54,6.0,-0.5423728813559322,-0.3983050847457627,2.185185185185185,156,4,11,1,1,106,1.04,0.02564102564102564,0.07051282051282051,1.471698113207547,0,0,0,0.0,Medium,US,US,0,1,0,0,0.3933199212903411
UA,2059,2025-08-15,ORD,PDX,2025-08-15T19:55:00Z,2025-08-15T22:29:00Z,2025-08-15T20:19:00Z,2025-08-15T23:01:00Z,179,B737-900,Mainline,62,82,56,24.0,-0.0967741935483871,0.3225806451612903,1.1071428571428572,195,5,35,1,1,135,1.089385474860335,0.02564102564102564,0.1794871794871795,1.4444444444444444,3,0,3,0.015384615384615385,Medium,US,US,0,1,0,0,0.41637331176718234
UA,3,2025-08-11,ORD,ZRH,2025-08-11T15:55:00Z,2025-08-12T07:45:00Z,2025-08-11T16:13:00Z,2025-08-12T08:28:00Z,167,B767-300,Mainline,270,298,145,18.0,-0.46296296296296297,0.1037037037037037,1.8620689655172413,187,6,0,3,1,112,1.1197604790419162,0.03208556149732621,0.0,1.6696428571428572,4,0,4,0.0213903743315508,Medium,US,CH,1,1,0,0,0.4004668269556041
