company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_score,total_seats,total_passengers,scheduled_ground_time_minutes,total_children,actual_ground_time_minutes,basic_economy_pax,time_pressure_ratio,pnr_count,minimum_turn_minutes,load_factor,children_ratio,basic_economy_ratio,ground_time_variance,avg_party_size,ground_time_efficiency
UA,2424,2025-08-09,ORD,RDU,0.4147637123339889,179,134,98,8,122,18,-0.4285714285714285,88,56,0.7486033519553073,0.0597014925373134,0.1343283582089552,0.2448979591836734,1.5227272727272727,1.75
OO,5534,2025-08-04,ORD,ICT,0.3972467078800639,50,48,55,3,32,1,-0.4727272727272727,35,29,0.96,0.0625,0.0208333333333333,-0.4181818181818181,1.3714285714285714,1.896551724137931
OO,5398,2025-08-07,ORD,IND,0.3873243212986017,76,81,960,1,749,2,-0.9645833333333332,62,34,1.0657894736842106,0.0123456790123456,0.0246913580246913,-0.2197916666666666,1.3064516129032258,28.235294117647054
OO,5532,2025-08-15,ORD,MCI,0.3790929107526923,70,53,671,1,622,5,-0.9493293591654248,41,34,0.7571428571428571,0.0188679245283018,0.0943396226415094,-0.0730253353204172,1.2926829268292683,19.735294117647054
UA,2092,2025-08-01,ORD,LGA,0.4154786706026131,166,198,126,8,157,11,-0.5476190476190477,115,57,1.1927710843373494,0.0404040404040404,0.0555555555555555,0.246031746031746,1.7217391304347829,2.210526315789474
OO,5505,2025-08-06,ORD,SBN,0.4107868505799089,50,51,156,2,141,5,-0.8141025641025641,38,29,1.02,0.0392156862745098,0.0980392156862745,-0.0961538461538461,1.3421052631578947,5.379310344827586
UA,2254,2025-08-15,ORD,PDX,0.4429284568952517,200,228,259,10,64,28,-0.7374517374517374,138,68,1.14,0.043859649122807,0.1228070175438596,-0.752895752895753,1.6521739130434785,3.808823529411765
UA,1502,2025-08-02,ORD,RDU,0.4410856472744259,179,203,62,15,59,15,-0.0967741935483871,117,56,1.1340782122905029,0.0738916256157635,0.0738916256157635,-0.0483870967741935,1.735042735042735,1.1071428571428572
G7,4552,2025-08-07,ORD,DAY,0.3912774490764257,50,53,74,2,49,3,-0.6081081081081081,42,29,1.06,0.0377358490566037,0.0566037735849056,-0.3378378378378378,1.261904761904762,2.5517241379310347
OO,5868,2025-08-07,ORD,YWG,0.3888169528266848,76,69,83,1,102,5,-0.4939759036144578,56,42,0.9078947368421052,0.0144927536231884,0.072463768115942,0.2289156626506024,1.2321428571428572,1.9761904761904765
UA,533,2025-08-07,ORD,OMA,0.4011196765544742,150,158,78,5,81,5,-0.4102564102564102,105,46,1.0533333333333332,0.0316455696202531,0.0316455696202531,0.0384615384615384,1.5047619047619047,1.6956521739130437
OO,5140,2025-08-03,ORD,CMX,0.407988448374831,50,48,158,3,58,3,-0.8164556962025317,32,29,0.96,0.0625,0.0625,-0.6329113924050633,1.5,5.448275862068965
G7,4186,2025-08-09,ORD,MLI,0.4007688064984913,50,45,90,2,116,3,-0.6777777777777778,28,29,0.9,0.0444444444444444,0.0666666666666666,0.2888888888888888,1.6071428571428572,3.103448275862069
G7,4542,2025-08-09,ORD,LIT,0.4283688264206835,50,60,81,4,79,2,-0.6419753086419753,31,29,1.2,0.0666666666666666,0.0333333333333333,-0.0246913580246913,1.935483870967742,2.793103448275862
UA,1641,2025-08-09,ORD,IND,0.3727809477430131,126,32,337,2,53,0,-0.8724035608308606,19,43,0.2539682539682539,0.0625,0.0,-0.8427299703264095,1.6842105263157894,7.837209302325581
UA,2361,2025-08-03,ORD,LAX,0.4351164905135251,234,282,765,13,749,32,-0.9137254901960784,167,66,1.205128205128205,0.0460992907801418,0.1134751773049645,-0.0209150326797385,1.688622754491018,11.590909090909092
UA,909,2025-08-12,ORD,AMS,0.4211899434431449,243,206,280,7,308,0,-0.6607142857142857,106,95,0.8477366255144033,0.0339805825242718,0.0,0.1,1.9433962264150944,2.9473684210526314
OO,5125,2025-08-03,ORD,CMX,0.4109591707365606,50,55,43,2,54,2,-0.3255813953488372,38,29,1.1,0.0363636363636363,0.0363636363636363,0.2558139534883721,1.4473684210526316,1.4827586206896552
UA,1363,2025-08-10,ORD,LAX,0.4150230908706587,200,225,75,8,65,19,-0.1733333333333333,146,62,1.125,0.0355555555555555,0.0844444444444444,-0.1333333333333333,1.5410958904109588,1.2096774193548387
UA,2424,2025-08-06,ORD,RDU,0.3829042945660546,179,163,80,2,99,14,-0.3,130,56,0.9106145251396648,0.0122699386503067,0.0858895705521472,0.2375,1.2538461538461538,1.4285714285714286
UA,2426,2025-08-01,ORD,IAH,0.4099752394974001,179,172,79,5,80,11,-0.2911392405063291,126,56,0.9608938547486032,0.0290697674418604,0.063953488372093,0.0126582278481012,1.3650793650793651,1.4107142857142858
UA,763,2025-08-08,ORD,PWM,0.3889778484945935,166,171,5,6,61,7,9.2,113,51,1.0301204819277108,0.0350877192982456,0.0409356725146198,11.2,1.5132743362831858,0.0980392156862745
G7,4395,2025-08-15,ORD,TVC,0.3847579828476223,50,47,65,1,68,5,-0.5538461538461539,42,29,0.94,0.0212765957446808,0.1063829787234042,0.0461538461538461,1.119047619047619,2.2413793103448274
UA,2144,2025-08-08,ORD,YYZ,0.4220562787843741,166,201,30,9,64,20,1.1666666666666667,131,65,1.210843373493976,0.044776119402985,0.099502487562189,1.1333333333333333,1.534351145038168,0.4615384615384615
UA,2862,2025-08-08,ORD,IAD,0.4080573648208149,179,186,67,6,71,20,-0.1641791044776119,136,56,1.0391061452513966,0.032258064516129,0.1075268817204301,0.0597014925373134,1.3676470588235294,1.1964285714285714
UA,1270,2025-08-15,ORD,PUJ,0.4500335554283186,179,183,87,11,103,26,-0.1954022988505747,87,70,1.0223463687150838,0.0601092896174863,0.1420765027322404,0.1839080459770115,2.103448275862069,1.2428571428571429
OO,4636,2025-08-11,ORD,SBN,0.4057199528362351,50,52,41,2,58,1,-0.2926829268292683,41,29,1.04,0.0384615384615384,0.0192307692307692,0.4146341463414634,1.2682926829268293,1.4137931034482758
UA,2177,2025-08-13,ORD,MSN,0.4210747554693061,126,121,1069,7,936,11,-0.95977549111319,85,43,0.9603174603174603,0.0578512396694214,0.0909090909090909,-0.1244153414405987,1.423529411764706,24.86046511627907
G7,4571,2025-08-15,ORD,XNA,0.4162634431729919,50,62,80,2,31,6,-0.6375,39,29,1.24,0.032258064516129,0.0967741935483871,-0.6125,1.5897435897435896,2.7586206896551726
UA,1477,2025-08-07,ORD,PHX,0.4528328089491647,179,218,92,12,79,28,-0.3260869565217391,126,62,1.217877094972067,0.055045871559633,0.128440366972477,-0.1413043478260869,1.7301587301587302,1.4838709677419355
OO,5262,2025-08-04,ORD,LNK,0.3553425948618965,50,45,40,0,101,0,-0.275,43,29,0.9,0.0,0.0,1.525,1.0465116279069768,1.3793103448275863
UA,2113,2025-08-13,ORD,FSD,0.4276053386025443,166,208,100,11,161,19,-0.49,127,51,1.2530120481927711,0.0528846153846153,0.0913461538461538,0.61,1.6377952755905512,1.96078431372549
OO,5668,2025-08-09,ORD,MKE,0.4264986462763815,50,68,40,5,41,1,-0.275,38,29,1.36,0.0735294117647058,0.0147058823529411,0.025,1.7894736842105263,1.3793103448275863
UA,2137,2025-08-05,ORD,SLC,0.4045193642293599,166,176,68,5,57,10,-0.25,126,51,1.0602409638554218,0.0284090909090909,0.0568181818181818,-0.1617647058823529,1.3968253968253967,1.3333333333333333
UA,1113,2025-08-11,ORD,ALB,0.4105213958563445,166,173,66,8,74,12,-0.2272727272727272,107,51,1.0421686746987953,0.0462427745664739,0.0693641618497109,0.1212121212121212,1.616822429906542,1.2941176470588236
UA,580,2025-08-15,ORD,PDX,0.4170687721736597,179,190,81,11,95,17,-0.3086419753086419,128,56,1.0614525139664803,0.0578947368421052,0.0894736842105263,0.1728395061728395,1.484375,1.4464285714285714
UA,1974,2025-08-14,ORD,PWM,0.4042906423222249,126,135,10,3,52,13,3.3,101,43,1.0714285714285714,0.0222222222222222,0.0962962962962963,4.2,1.3366336633663367,0.2325581395348837
UA,2414,2025-08-13,ORD,BNA,0.3659924446356675,166,114,159,0,173,7,-0.6792452830188679,84,51,0.6867469879518072,0.0,0.0614035087719298,0.0880503144654088,1.3571428571428572,3.117647058823529
YX,3569,2025-08-05,ORD,DTW,0.4006540978118922,76,81,74,2,91,11,-0.5405405405405406,69,34,1.0657894736842106,0.0246913580246913,0.1358024691358024,0.2297297297297297,1.173913043478261,2.176470588235294
OO,5360,2025-08-15,ORD,MBS,0.3852164714052668,50,44,40,1,25,3,-0.275,40,29,0.88,0.0227272727272727,0.0681818181818181,-0.375,1.1,1.3793103448275863
UA,2138,2025-08-09,ORD,LGA,0.4232979922334814,166,200,63,9,72,22,-0.1904761904761904,129,51,1.2048192771084338,0.045,0.11,0.1428571428571428,1.550387596899225,1.2352941176470589
OO,5526,2025-08-12,ORD,ATW,0.4377342339017733,50,62,216,3,419,7,-0.8657407407407407,35,29,1.24,0.0483870967741935,0.1129032258064516,0.9398148148148148,1.7714285714285714,7.448275862068965
UA,587,2025-08-05,ORD,YUL,0.3860798941256844,166,141,61,3,80,7,0.0655737704918032,98,65,0.8493975903614458,0.0212765957446808,0.0496453900709219,0.3114754098360656,1.4387755102040816,0.9384615384615383
G7,4482,2025-08-13,ORD,TUL,0.3842675230816685,50,50,40,0,34,6,-0.275,37,29,1.0,0.0,0.12,-0.15,1.351351351351351,1.3793103448275863
UA,929,2025-08-06,ORD,LHR,0.434875550039024,167,193,280,13,321,0,-0.4821428571428571,91,145,1.155688622754491,0.0673575129533678,0.0,0.1464285714285714,2.120879120879121,1.9310344827586208
UA,669,2025-08-08,ORD,AUS,0.3905113112037134,166,79,92,4,73,12,-0.3478260869565217,58,60,0.4759036144578313,0.050632911392405,0.1518987341772152,-0.2065217391304347,1.362068965517241,1.5333333333333334
UA,1920,2025-08-09,ORD,LAS,0.4298027672894344,179,155,1000,9,1000,21,-0.944,82,56,0.8659217877094972,0.0580645161290322,0.1354838709677419,0.0,1.8902439024390243,17.857142857142858
UA,1306,2025-08-02,ORD,TPA,0.4705051819731118,179,256,168,19,186,29,-0.6309523809523809,109,62,1.4301675977653632,0.07421875,0.11328125,0.1071428571428571,2.3486238532110093,2.7096774193548385
YX,3605,2025-08-02,ORD,HHH,0.460402350143811,76,108,160,8,161,0,-0.75625,37,39,1.4210526315789471,0.074074074074074,0.0,0.00625,2.918918918918919,4.102564102564102
UA,592,2025-08-08,ORD,JAC,0.4560310490871671,126,174,65,12,133,8,-0.3384615384615385,77,43,1.380952380952381,0.0689655172413793,0.0459770114942528,1.0461538461538462,2.25974025974026,1.5116279069767442
OO,5026,2025-08-12,ORD,JST,0.4114234652102231,50,26,330,2,67,3,-0.912121212121212,15,29,0.52,0.0769230769230769,0.1153846153846153,-0.796969696969697,1.7333333333333334,11.379310344827584
UA,1899,2025-08-10,ORD,YYC,0.4034489627095556,179,130,-183,1,79,14,0.0,58,70,0.7262569832402235,0.0076923076923076,0.1076923076923077,0.0,2.2413793103448274,-2.6142857142857143
UA,739,2025-08-05,ORD,BZN,0.4324128027690008,150,172,64,11,54,19,-0.28125,101,46,1.1466666666666667,0.063953488372093,0.1104651162790697,-0.15625,1.702970297029703,1.391304347826087
UA,793,2025-08-14,ORD,DFW,0.393834861107021,126,131,64,3,76,12,-0.328125,96,43,1.0396825396825398,0.0229007633587786,0.0916030534351145,0.1875,1.3645833333333333,1.4883720930232558
UA,2040,2025-08-12,ORD,DEN,0.3893958417720858,179,118,100,5,214,9,-0.44,99,56,0.659217877094972,0.0423728813559322,0.0762711864406779,1.14,1.1919191919191918,1.7857142857142858
UA,310,2025-08-10,ORD,MCI,0.4012958035529421,126,133,72,3,58,5,-0.4027777777777778,98,43,1.0555555555555556,0.0225563909774436,0.037593984962406,-0.1944444444444444,1.3571428571428572,1.6744186046511629
UA,349,2025-08-13,ORD,BTV,0.4261052607420273,166,190,284,9,305,17,-0.8204225352112676,130,51,1.144578313253012,0.0473684210526315,0.0894736842105263,0.0739436619718309,1.4615384615384617,5.568627450980392
UA,587,2025-08-01,ORD,YUL,0.4149798049122244,166,197,73,9,72,11,-0.1095890410958904,117,65,1.186746987951807,0.0456852791878172,0.0558375634517766,-0.0136986301369863,1.6837606837606838,1.123076923076923
UA,2389,2025-08-01,ORD,RSW,0.4385554883459553,179,223,74,13,57,15,-0.2432432432432432,126,56,1.2458100558659218,0.0582959641255605,0.0672645739910313,-0.2297297297297297,1.7698412698412698,1.3214285714285714
UA,664,2025-08-10,ORD,LGA,0.3954129973296208,166,174,65,2,62,21,-0.2153846153846154,140,51,1.0481927710843373,0.0114942528735632,0.1206896551724138,-0.0461538461538461,1.2428571428571429,1.2745098039215683
OO,5447,2025-08-11,ORD,PVD,0.3758480839803519,76,72,70,1,67,5,-0.5142857142857142,63,34,0.9473684210526316,0.0138888888888888,0.0694444444444444,-0.0428571428571428,1.1428571428571428,2.0588235294117645
UA,2092,2025-08-04,ORD,LGA,0.3876898375246619,166,173,490,2,522,10,-0.8959183673469387,135,51,1.0421686746987953,0.0115606936416184,0.0578034682080924,0.0653061224489796,1.2814814814814814,9.607843137254902
YX,3641,2025-08-09,ORD,GRR,0.4495886438298253,76,93,65,2,107,27,-0.4769230769230769,58,34,1.2236842105263157,0.021505376344086,0.2903225806451613,0.6461538461538462,1.603448275862069,1.911764705882353
UA,970,2025-08-04,ORD,FCO,0.4265223650387654,318,225,290,14,280,0,-0.4655172413793103,95,155,0.7075471698113207,0.0622222222222222,0.0,-0.0344827586206896,2.3684210526315788,1.870967741935484
UA,729,2025-08-09,ORD,DFW,0.4205266968201315,150,119,124,5,144,21,-0.5806451612903226,77,52,0.7933333333333333,0.042016806722689,0.1764705882352941,0.1612903225806451,1.5454545454545454,2.3846153846153846
UA,1634,2025-08-15,ORD,IAD,0.3982677086315831,179,181,77,6,89,4,-0.2727272727272727,115,56,1.011173184357542,0.0331491712707182,0.0220994475138121,0.1558441558441558,1.5739130434782609,1.375
OO,5380,2025-08-14,ORD,MSY,0.4065093607333262,70,79,57,2,73,10,-0.4035087719298245,56,34,1.1285714285714286,0.0253164556962025,0.1265822784810126,0.2807017543859649,1.4107142857142858,1.6764705882352942
UA,1634,2025-08-11,ORD,IAD,0.4090372145234365,179,208,77,9,116,14,-0.2727272727272727,139,56,1.1620111731843576,0.0432692307692307,0.0673076923076923,0.5064935064935064,1.4964028776978415,1.375
YX,3577,2025-08-10,ORD,BWI,0.4391847676471049,76,80,45,7,67,12,-0.2444444444444444,52,34,1.0526315789473684,0.0875,0.15,0.4888888888888889,1.5384615384615383,1.3235294117647058
UA,2640,2025-08-06,ORD,DCA,0.3920687689058859,126,75,119,6,137,3,-0.5714285714285714,53,51,0.5952380952380952,0.08,0.04,0.1512605042016806,1.4150943396226414,2.333333333333333
UA,1069,2025-08-11,ORD,DCA,0.3927199578670238,126,126,65,3,50,15,-0.3384615384615385,104,43,1.0,0.0238095238095238,0.119047619047619,-0.2307692307692307,1.2115384615384617,1.5116279069767442
UA,1583,2025-08-06,ORD,BWI,0.4030737404918628,179,169,125,5,241,18,-0.552,127,56,0.9441340782122905,0.029585798816568,0.1065088757396449,0.928,1.330708661417323,2.232142857142857
UA,2629,2025-08-08,ORD,CLE,0.4042368962964768,179,198,63,7,51,6,-0.1111111111111111,147,56,1.106145251396648,0.0353535353535353,0.0303030303030303,-0.1904761904761904,1.346938775510204,1.125
UA,1363,2025-08-09,ORD,LAX,0.4356278954515437,200,252,75,14,100,19,-0.1733333333333333,147,62,1.26,0.0555555555555555,0.0753968253968253,0.3333333333333333,1.7142857142857142,1.2096774193548387
UA,1834,2025-08-04,ORD,TPA,0.3953238419663851,166,184,87,6,129,11,-0.4137931034482758,133,51,1.108433734939759,0.0326086956521739,0.0597826086956521,0.4827586206896552,1.3834586466165413,1.7058823529411764
OO,5608,2025-08-11,ORD,GRB,0.3781553454096436,50,49,-55,0,30,5,0.0,41,29,0.98,0.0,0.1020408163265306,0.0,1.195121951219512,-1.896551724137931
OO,5748,2025-08-13,ORD,YWG,0.4532564176407349,70,84,81,6,92,10,-0.4814814814814814,56,42,1.2,0.0714285714285714,0.119047619047619,0.1358024691358024,1.5,1.9285714285714288
UA,1708,2025-08-01,ORD,CLE,0.4017533743577072,126,118,75,4,115,13,-0.4266666666666667,81,43,0.9365079365079364,0.0338983050847457,0.1101694915254237,0.5333333333333333,1.4567901234567902,1.744186046511628
UA,467,2025-08-06,ORD,CMH,0.399359823360251,126,132,64,5,49,12,-0.328125,97,43,1.0476190476190477,0.0378787878787878,0.0909090909090909,-0.234375,1.3608247422680413,1.4883720930232558
YX,3708,2025-08-01,ORD,BNA,0.3802956547960967,76,75,40,1,50,7,-0.15,59,34,0.986842105263158,0.0133333333333333,0.0933333333333333,0.25,1.271186440677966,1.1764705882352942
UA,1941,2025-08-03,ORD,CVG,0.3863562016830387,126,130,83,3,78,5,-0.3855421686746988,100,51,1.031746031746032,0.023076923076923,0.0384615384615384,-0.0602409638554216,1.3,1.6274509803921569
OO,5568,2025-08-03,ORD,MLI,0.4151369024534711,50,55,94,2,27,7,-0.6914893617021277,40,29,1.1,0.0363636363636363,0.1272727272727272,-0.7127659574468085,1.375,3.2413793103448274
UA,1599,2025-08-13,ORD,DEN,0.4537015848114537,364,470,186,26,193,35,-0.5,282,93,1.2912087912087913,0.0553191489361702,0.0744680851063829,0.0376344086021505,1.6666666666666667,2.0
UA,2039,2025-08-04,ORD,MCO,0.4141583574795573,200,222,72,9,103,25,-0.1388888888888889,152,62,1.11,0.0405405405405405,0.1126126126126126,0.4305555555555556,1.4605263157894737,1.1612903225806452
OO,5810,2025-08-10,ORD,PIA,0.4254336894666836,50,58,100,3,254,5,-0.71,39,29,1.16,0.0517241379310344,0.0862068965517241,1.54,1.4871794871794872,3.4482758620689653
OO,5905,2025-08-06,ORD,MTJ,0.4342038136525614,76,98,960,7,975,3,-0.9645833333333332,51,34,1.2894736842105263,0.0714285714285714,0.0306122448979591,0.015625,1.9215686274509804,28.235294117647054
UA,1129,2025-08-06,ORD,BOS,0.3947628095554423,179,108,102,2,83,23,-0.4509803921568627,79,56,0.6033519553072626,0.0185185185185185,0.2129629629629629,-0.1862745098039215,1.3670886075949369,1.8214285714285716
G7,4519,2025-08-03,ORD,SCE,0.3799117137145988,50,42,70,0,85,7,-0.5857142857142857,36,29,0.84,0.0,0.1666666666666666,0.2142857142857142,1.1666666666666667,2.413793103448276
YX,3696,2025-08-07,ORD,CVG,0.4229773123722626,76,82,50,5,53,9,-0.32,51,34,1.0789473684210529,0.0609756097560975,0.1097560975609756,0.06,1.607843137254902,1.4705882352941178
YX,3604,2025-08-10,ORD,CMH,0.4050013341461235,76,88,61,4,64,4,-0.4426229508196721,58,34,1.1578947368421053,0.0454545454545454,0.0454545454545454,0.0491803278688524,1.5172413793103448,1.7941176470588236
UA,2652,2025-08-11,ORD,RSW,0.3887497577787189,166,130,85,1,311,8,-0.4,105,51,0.7831325301204819,0.0076923076923076,0.0615384615384615,2.6588235294117646,1.238095238095238,1.6666666666666667
OO,5380,2025-08-03,ORD,MSY,0.4452329412214677,76,95,648,7,639,4,-0.9475308641975309,53,34,1.25,0.0736842105263157,0.0421052631578947,-0.0138888888888888,1.7924528301886793,19.058823529411764
YX,3655,2025-08-04,ORD,PIT,0.37881064902061,76,76,45,0,54,5,-0.2444444444444444,65,34,1.0,0.0,0.0657894736842105,0.2,1.1692307692307693,1.3235294117647058
OO,5314,2025-08-15,ORD,LNK,0.3612731532426749,50,44,50,0,72,3,-0.42,40,29,0.88,0.0,0.0681818181818181,0.44,1.1,1.7241379310344829
UA,1974,2025-08-02,ORD,PWM,0.4685202789090827,126,174,104,15,108,15,-0.5865384615384616,82,43,1.380952380952381,0.0862068965517241,0.0862068965517241,0.0384615384615384,2.1219512195121952,2.4186046511627906
OO,5444,2025-08-14,ORD,LIT,0.4438879613493495,50,70,59,6,74,2,-0.5084745762711864,37,29,1.4,0.0857142857142857,0.0285714285714285,0.2542372881355932,1.891891891891892,2.034482758620689
UA,2385,2025-08-03,ORD,MSO,0.4470588103906037,166,213,81,13,62,19,-0.3703703703703703,98,51,1.283132530120482,0.0610328638497652,0.0892018779342723,-0.2345679012345679,2.173469387755102,1.588235294117647
UA,1421,2025-08-07,ORD,FLL,0.4496391620301086,200,244,405,18,180,25,-0.8469135802469135,127,62,1.22,0.0737704918032786,0.1024590163934426,-0.5555555555555556,1.921259842519685,6.532258064516129
G7,4416,2025-08-05,ORD,STL,0.3538725234383575,50,49,75,0,58,0,-0.6133333333333333,44,29,0.98,0.0,0.0,-0.2266666666666666,1.1136363636363635,2.586206896551724
UA,1421,2025-08-11,ORD,FLL,0.4232835934160536,200,239,129,9,138,31,-0.4728682170542636,145,68,1.195,0.0376569037656903,0.1297071129707113,0.0697674418604651,1.6482758620689657,1.897058823529412
UA,1335,2025-08-12,ORD,BUF,0.3887004222952342,179,107,70,6,65,6,-0.2,70,56,0.5977653631284916,0.0560747663551401,0.0560747663551401,-0.0714285714285714,1.5285714285714285,1.25
UA,2389,2025-08-14,ORD,RSW,0.436312849064596,179,190,73,8,72,23,-0.2328767123287671,120,56,1.0614525139664803,0.0421052631578947,0.1210526315789473,-0.0136986301369863,1.5833333333333333,1.3035714285714286
OO,5763,2025-08-15,ORD,TUL,0.4224170347551114,76,78,47,1,53,12,-0.2765957446808511,69,34,1.0263157894736843,0.0128205128205128,0.1538461538461538,0.1276595744680851,1.1304347826086956,1.3823529411764706
UA,293,2025-08-02,ORD,LGA,0.4332872303124768,166,192,57,9,77,16,-0.1052631578947368,123,51,1.1566265060240963,0.046875,0.0833333333333333,0.3508771929824561,1.5609756097560976,1.1176470588235294
UA,953,2025-08-02,ORD,MUC,0.4332073709533564,243,275,240,12,240,0,-0.6041666666666666,165,95,1.131687242798354,0.0436363636363636,0.0,0.0,1.6666666666666667,2.526315789473684
UA,2280,2025-08-07,ORD,MCO,0.4794066232653445,200,240,105,24,58,32,-0.3523809523809524,100,68,1.2,0.1,0.1333333333333333,-0.4476190476190476,2.4,1.5441176470588236
OO,5122,2025-08-07,ORD,EAU,0.4196333060643015,50,57,55,2,49,7,-0.4727272727272727,41,29,1.14,0.0350877192982456,0.1228070175438596,-0.109090909090909,1.3902439024390243,1.896551724137931
UA,664,2025-08-03,ORD,LGA,0.3736764588494377,166,176,65,3,102,3,-0.2153846153846154,138,51,1.0602409638554218,0.0170454545454545,0.0170454545454545,0.5692307692307692,1.2753623188405796,1.2745098039215683
OO,5269,2025-08-01,ORD,PIA,0.3853369897196632,50,50,110,2,102,1,-0.7363636363636363,43,29,1.0,0.04,0.02,-0.0727272727272727,1.162790697674419,3.793103448275862
UA,2337,2025-08-15,ORD,IAD,0.4066026966922527,179,191,328,6,329,16,-0.8292682926829268,131,56,1.067039106145251,0.031413612565445,0.0837696335078534,0.0030487804878048,1.4580152671755726,5.857142857142857
UA,1878,2025-08-14,ORD,SFO,0.3916729709241182,200,221,79,6,87,9,-0.2151898734177215,167,62,1.105,0.0271493212669683,0.0407239819004524,0.1012658227848101,1.3233532934131738,1.2741935483870968
UA,2155,2025-08-14,ORD,LAX,0.383848708188236,234,220,75,2,111,23,-0.12,178,66,0.9401709401709402,0.009090909090909,0.1045454545454545,0.48,1.2359550561797752,1.1363636363636365
UA,1577,2025-08-11,ORD,SFO,0.4122971316971612,234,268,123,11,130,21,-0.4634146341463415,193,66,1.1452991452991452,0.0410447761194029,0.0783582089552238,0.056910569105691,1.38860103626943,1.8636363636363635
UA,2440,2025-08-02,ORD,LAS,0.4276111972856335,179,209,67,8,80,29,-0.044776119402985,127,64,1.1675977653631284,0.0382775119617224,0.138755980861244,0.1940298507462686,1.6456692913385826,1.046875
UA,2177,2025-08-11,ORD,MSN,0.390840547603164,150,120,78,3,77,11,-0.4102564102564102,93,46,0.8,0.025,0.0916666666666666,-0.0128205128205128,1.2903225806451613,1.6956521739130437
UA,1182,2025-08-13,ORD,SJC,0.3992487106373372,150,136,60,4,57,17,-0.2333333333333333,101,46,0.9066666666666666,0.0294117647058823,0.125,-0.05,1.3465346534653466,1.3043478260869563
UA,938,2025-08-11,ORD,LHR,0.4029225308405839,167,155,245,7,272,0,-0.4081632653061224,83,145,0.9281437125748504,0.0451612903225806,0.0,0.110204081632653,1.867469879518072,1.6896551724137931
OO,5585,2025-08-01,ORD,ATW,0.4137742423607866,50,57,56,3,67,5,-0.4821428571428571,39,29,1.14,0.0526315789473684,0.087719298245614,0.1964285714285714,1.4615384615384617,1.9310344827586208
UA,1113,2025-08-08,ORD,ALB,0.4414540669059519,166,169,942,8,937,16,-0.945859872611465,108,51,1.0180722891566265,0.0473372781065088,0.0946745562130177,-0.0053078556263269,1.5648148148148149,18.47058823529412
G7,4571,2025-08-02,ORD,XNA,0.4052786950437846,50,53,420,1,199,3,-0.930952380952381,38,29,1.06,0.0188679245283018,0.0566037735849056,-0.5261904761904762,1.394736842105263,14.482758620689657
UA,1491,2025-08-02,ORD,DFW,0.4558685984050072,126,154,850,13,800,17,-0.9494117647058824,103,43,1.2222222222222223,0.0844155844155844,0.1103896103896103,-0.0588235294117647,1.4951456310679612,19.76744186046512
G7,4504,2025-08-13,ORD,CHA,0.356641024203096,50,45,935,0,613,1,-0.9689839572192512,40,29,0.9,0.0,0.0222222222222222,-0.3443850267379679,1.125,32.241379310344826
UA,729,2025-08-03,ORD,DFW,0.4394512439006714,150,140,685,5,696,32,-0.8394160583941606,96,110,0.9333333333333332,0.0357142857142857,0.2285714285714285,0.0160583941605839,1.4583333333333333,6.227272727272728
OO,5726,2025-08-06,ORD,TYS,0.4204551216755769,50,49,-8,1,30,12,0.0,40,29,0.98,0.0204081632653061,0.2448979591836734,0.0,1.225,-0.2758620689655172
YX,3610,2025-08-12,ORD,YQB,0.3910151185468151,76,56,64,3,63,1,-0.34375,35,42,0.7368421052631579,0.0535714285714285,0.0178571428571428,-0.015625,1.6,1.5238095238095235
UA,2172,2025-08-09,ORD,FAI,0.3965507993925046,166,157,91,0,74,1,-0.4395604395604395,68,51,0.9457831325301204,0.0,0.0063694267515923,-0.1868131868131868,2.3088235294117645,1.7843137254901962
UA,2628,2025-08-05,ORD,BNA,0.3803418089317639,179,90,110,4,107,7,0.0818181818181818,55,119,0.5027932960893855,0.0444444444444444,0.0777777777777777,-0.0272727272727272,1.6363636363636365,0.9243697478991596
G7,4568,2025-08-11,ORD,SCE,0.3923629220317042,50,53,43,3,46,1,-0.3255813953488372,41,29,1.06,0.0566037735849056,0.0188679245283018,0.0697674418604651,1.2926829268292683,1.4827586206896552
OO,5819,2025-08-09,ORD,DLH,0.4135111466989982,50,53,1414,3,1408,4,-0.9794908062234796,37,29,1.06,0.0566037735849056,0.0754716981132075,-0.0042432814710042,1.4324324324324325,48.75862068965517
UA,1363,2025-08-13,ORD,LAX,0.4134996666165859,200,212,75,12,77,19,-0.1733333333333333,150,62,1.06,0.0566037735849056,0.0896226415094339,0.0266666666666666,1.413333333333333,1.2096774193548387
UA,695,2025-08-04,ORD,SJU,0.4609560094928289,179,226,63,13,77,29,-0.1111111111111111,129,56,1.2625698324022343,0.0575221238938053,0.1283185840707964,0.2222222222222222,1.751937984496124,1.125
OO,5624,2025-08-10,ORD,LEX,0.3903228125891969,76,77,65,2,37,4,-0.4769230769230769,61,34,1.013157894736842,0.0259740259740259,0.0519480519480519,-0.4307692307692308,1.2622950819672132,1.911764705882353
UA,219,2025-08-02,ORD,HNL,0.4508586162806057,318,412,165,27,173,10,-0.0606060606060606,190,155,1.2955974842767295,0.0655339805825242,0.0242718446601941,0.0484848484848484,2.168421052631579,1.064516129032258
